text,label
"So he lives with um me, his father, and his mother as well.",patient
"OK. Uhm, any siblings?",doctor
"No siblings, he's an only child.",patient
"OK, and how are things at home, um is like, are things financially stable? Any relationship issues?",doctor
"No, we've been pretty uh fortunate like it it's, no financial issues uh and we have a lot of support from our parents as well. Uh the relationship is great, so no, no issues.",patient
"OK, good good. Um has he had any sick contacts recently?",doctor
"Um I don't think so. He's, we've been at home so I don't know. We we did have like, with our with my brother's uh kids like uh they came to see us once um but that was like, that was, I think at like three weeks ago.",patient
"OK, OK, three weeks ago. Alright, um travel to anywhere recently?",doctor
No.,patient
"No, OK. Alright, those were all the questions I had for you today. Do you have any questions that you wanted to ask me today before we end the interview?",doctor
"Uh no, not really. Just wanted to know if, like I remember he did need antibiotics before so I was just wondering if he needs them now.",patient
"Yeah, um so, well first, because some of his symptoms overlap with Covid, like the fever especially, we'll do a swab on him anyways um and you should hear those results in about 24 to 48 hours. Um and then it, this picture sounds like acute otitis media, so like an ear infection. And um it's especially likely because he's had them in the past, so I'm gonna have to take a look into his ears first before like um coming up with a management plan. But I'll kind of walk you through what we look at. So if I take a look and I see like a perforated tympanic membrane with like pus, we'd prescribe like 10 days of um antibiotics. If he has some like middle ear effusion, so like some fluids with like a bulging tympanic membrane and he appears to be really ill, uh which from the sounds of it, he sounds ill, he's had this fever for more than two days, we'll also prescribe antibiotics for 10 days. And then, if it's just some middle ear effusion, so just that clear fluid um or just the bulging tympanic membrane, we can just um reassess him in 24 to 48 hours to see how he's doing. And if he's worse, again, we'll prescribing prescribe him some antibiotics. Um the antibiotics that we usually prescribe are amoxicillin, and because he doesn't have a penicillin allergy, that should work.",doctor
OK.,patient
"Yeah, how does that sound?",doctor
That sounds good. Thank you so much.,patient
"OK, great, thank you.",doctor
What brings you in?,doctor
"Yeah, so I just came in today uh a bit concerned. Uh I've been just having this nasty cough for like the last week and then today morning uh, like I thought the cough would just go away, but today morning I also noticed I'm coughing up some blood.",patient
"Oh, OK.",doctor
Yeah.,patient
So when did you first start coughing?,doctor
"Um, so let me think uh I just returned from a mission trip uh to the Philippines 2 weeks ago. This cough started uh just last week, so I would say around six to seven days.",patient
"OK. And that and the blood in your cough, um that was about yesterday, you said? Or?",doctor
"Yeah today, uh.",patient
"Today, OK. OK. Um are you bringing up any phlegm at all, besides the blood?",doctor
"Uh no it's just uh like I saw it on my hand, like there wasn't anything, like my cough is like pretty dry.",patient
"OK, are you short of breath at all?",doctor
"No, I'm not short of breath. Um just, it's just the cough.",patient
"OK, and are you having any wheeziness?",doctor
Uh no wheeziness.,patient
OK. Um any runny nose or stuffy nose?,doctor
"No, no uh runny or stuffy nose.",patient
"Changes in vision, hearing, smell, or taste?",doctor
Nope.,patient
Uh weight loss?,doctor
"Um I have noticed uh weight loss over the last uh, I would say few months. So I've been I've been doing like like I I came back from Philippines last week, but um, I had gone earlier, like during this year or two and I've kind of noticed this weight change, probably lost around 15 pounds within the last few months.",patient
"15 pounds OK. Wow, that's a lot, yeah. Um any night sweats?",doctor
"Um no, I don't think so, no.",patient
Any fevers or chills?,doctor
"I did have a, I did have some chills over the last week, um but I didn't really think too much of it.",patient
"OK, we'll take your temperature today just to make sure. Um any rashes?",doctor
No.,patient
Any chest pain?,doctor
No chest pain.,patient
Uh swelling in your limbs?,doctor
No.,patient
Fainting spells or dizziness?,doctor
"No, nothing like that.",patient
Confusion or memory loss?,doctor
No.,patient
Headaches?,doctor
No headaches.,patient
"Uh, joint pain?",doctor
No.,patient
Fatigue?,doctor
"Uh, no.",patient
"Um, changes in your bowel movements?",doctor
"Uh, no. Not at all.",patient
"No, changes in your urine?",doctor
Nope.,patient
"Uh, nausea or vomiting?",doctor
No nausea or vomiting.,patient
"OK, how about abdominal pain?",doctor
"No, nothing like that.",patient
"OK, are you otherwise healthy? Do you have any longstanding medical conditions?",doctor
"Yeah no, I'm otherwise I um I don't, I'm really healthy. I don't take any medications so this was something that happened out of the blue.",patient
"OK, any um hospitalizations or surgeries in the past?",doctor
No.,patient
"No, um medications, are you on any?",doctor
"No, I haven't um tried any medications.",patient
OK. Um are you up to date with all your immunizations?,doctor
"Uh I I've been yeah, pretty up to date with all my immunizations.",patient
"OK, uh, allergies, do you have any?",doctor
No.,patient
"Sorry, forgot to ask, immunizations. Did you get the flu shot this year?",doctor
Yeah I did.,patient
"OK, good. Any family history of lung conditions?",doctor
"No, not at all.",patient
"No, any lung cancers?",doctor
No.,patient
"No, OK. Do you smoke?",doctor
"No, I have never smoked a day in my life.",patient
"OK, recreational drugs?",doctor
No I would never take drugs.,patient
OK. Do you drink alcohol?,doctor
"No, no, not at all.",patient
OK. Um where do you live right now?,doctor
"So I I just live in a small apartment by myself, uh just been moving around a lot.",patient
"OK, for sure. Um any like asbestos, mold, or like old carpets, dust, anything like that at your apartment?",doctor
"No, I don't think so.",patient
"No, any sick contacts recently?",doctor
"Um not uh, I don't think so like we um, maybe in the Philippines, we do provide a, so I go on like these mission trips with the Church and um we do sometimes go to the hospital as well.",patient
OK.,doctor
"Sometimes yeah, we we do see some sick people.",patient
"Mhmm, OK.",doctor
"But other than that, not since I've been here, no.",patient
Any travel outside the Philippines recently?,doctor
"Uhm, so I think. So this year has just been the Philippines, before I used to go to India as well. Um but recently nothing outside of the Philippines.",patient
"OK. OK, um those were all the questions that I had for you. Do you have any questions for me?",doctor
"Yeah, I I was very worried um uh about the blood. I was just reading some things up and uh, about tuberculosis, so I was really stressed out today.",patient
"Yeah so um, that's definitely high on our differential. So, we'll do a couple of things. We'll do a Covid swab on you um just to rule that in or out, you should hear back for, about those results, in 24 to 48 hours. While you're here in the hospital, we're also going to do a chest X-Ray and or like an AFB smear to see if you have active TB or latent TB. If those come back positive um we will require you to isolate because this uh, because TB is highly infectious and it's airborne. Um so we have a couple of uh, we have like a regimen that we'd put you on. It's called the RIPE medications that we keep you on for two months and then we continue a couple of those for another four months. Um but we will uh keep you here until we have more answers on um like from this TB standpoint. How does that sound?",doctor
